Domain,QID,Tone,Run 1
Formal Logic,4600,Neutral,100
Formal Logic,4600,Rude,100
Formal Logic,4600,Very Rude,0
Formal Logic,4614,Very Friendly,100
Formal Logic,4614,Friendly,100
Formal Logic,4614,Neutral,100
Formal Logic,4614,Rude,100
Formal Logic,4614,Very Rude,100
Formal Logic,4619,Very Friendly,0
Formal Logic,4619,Friendly,0
Formal Logic,4619,Neutral,0
Formal Logic,4619,Rude,0
Formal Logic,4619,Very Rude,0
Formal Logic,4625,Very Friendly,100
Formal Logic,4625,Friendly,100
Formal Logic,4625,Neutral,100
Formal Logic,4625,Rude,100
Formal Logic,4625,Very Rude,100
Formal Logic,4631,Very Friendly,100
Formal Logic,4631,Friendly,100
Formal Logic,4631,Neutral,100
Formal Logic,4631,Rude,100
Formal Logic,4631,Very Rude,100
Formal Logic,4632,Very Friendly,0
Formal Logic,4632,Friendly,0
Formal Logic,4632,Neutral,0
Formal Logic,4632,Rude,0
Formal Logic,4632,Very Rude,0
Formal Logic,4634,Very Friendly,0
Formal Logic,4634,Friendly,0
Formal Logic,4634,Neutral,0
Formal Logic,4634,Rude,0
Formal Logic,4634,Very Rude,0
Formal Logic,4658,Very Friendly,100
Formal Logic,4658,Friendly,100
Formal Logic,4658,Neutral,100
Formal Logic,4658,Rude,100
Formal Logic,4658,Very Rude,100
Formal Logic,4661,Very Friendly,100
Formal Logic,4661,Friendly,100
Formal Logic,4661,Neutral,100
Formal Logic,4661,Rude,100
Formal Logic,4661,Very Rude,100
Formal Logic,4665,Very Friendly,100
Formal Logic,4665,Friendly,100
Formal Logic,4665,Neutral,100
Formal Logic,4665,Rude,100
Formal Logic,4665,Very Rude,100
Formal Logic,4673,Very Friendly,100
Formal Logic,4673,Friendly,100
Formal Logic,4673,Neutral,100
Formal Logic,4673,Rude,100
Formal Logic,4673,Very Rude,100
Formal Logic,4702,Very Friendly,100
Formal Logic,4702,Friendly,100
Formal Logic,4702,Neutral,100
Formal Logic,4702,Rude,100
Formal Logic,4702,Very Rude,100
